"","SRR29185159","SRR29185160","SRR29185161","SRR29185162"
"FBgn0054002",5,4,8,4
"FBgn0085458",0,0,0,0
"FBgn0264000",354,467,1032,598
"FBgn0061515",3732,4406,5269,5233
"FBgn0065051",1,0,0,1
"FBgn0000414",4397,6310,5874,5410
"FBgn0065081",0,0,0,0
"FBgn0264699",0,0,0,0
"FBgn0036814",945,1534,1388,1320
"FBgn0052104",690,747,742,654
"FBgn0259916",92,109,145,196
"FBgn0035929",0,0,0,0
"FBti0061313",0,0,0,1
"FBgn0040793",4026,3775,4783,4009
"FBgn0061492",769,814,755,822
"FBgn0262592",0,0,0,0
"FBti0060374",0,0,1,0
"FBtr0304433_df_nrg",0,0,0,0
"FBti0059945",0,1,0,0
"FBgn0065058",3,2,7,4
"FBti0061065",0,0,0,0
"FBti0020253",0,0,0,0
"FBgn0052482",0,0,0,0
"FBgn0263239",31,45,93,60
"FBgn0037022",0,0,0,0
"FBgn0261640",82,58,126,99
"FBgn0035196",11,2,9,6
"FBgn0004588",0,0,0,0
"FBgn0267550",0,0,0,0
"FBgn0037039",0,0,0,0
"FBgn0266983",0,0,0,0
"FBgn0286938",0,0,0,0
"FBgn0035911",528,531,742,662
"FBgn0020655",2225,2636,2252,2209
"FBgn0267249",0,0,0,0
"FBgn0250836",0,0,0,0
"FBgn0083976",0,0,0,0
"FBti0020068",0,0,0,0
"FBgn0035169",1022,1105,1177,1224
"FBgn0266676",1,1,2,1
"FBgn0036204",0,0,0,0
"FBgn0266687",9,16,24,7
"FBgn0036656",0,0,1,0
"FBgn0260027",38,53,64,50
"FBgn0036593",0,24,0,0
"FBgn0266437",2,6,2,2
"FBti0063194",0,0,0,0
"FBgn0260968",0,0,0,1
"FBgn0052176",969,1077,1191,1153
"FBti0020131",0,0,0,0
"FBti0062570",0,0,0,0
"FBgn0052226",1579,1809,1823,1659
"FBgn0035153",1279,1438,1132,1146
"FBgn0036433",305,501,255,272
"FBgn0264724",1,2,2,0
"FBgn0025820",581,538,518,588
"FBgn0085271",156,129,185,171
"FBgn0035833",885,1092,1303,1091
"FBgn0036105",91,90,87,113
"FBti0020146",0,0,0,0
"FBgn0036825",60932,59265,53169,50492
"FBti0062583",0,0,0,0
"FBgn0082973",1,0,0,0
"FBgn0264479",3,9,2,3
"FBti0061309",0,0,0,0
"FBgn0036229",0,0,0,0
"FBgn0035189",755,558,508,325
"FBgn0266780",0,2,0,0
"FBgn0035325",4,2,2,108
"FBgn0014143",98,132,210,146
"FBgn0036918",2139,2116,1882,1892
"FBgn0261788",11228,17768,14843,12683
"FBgn0052436",41,30,23,13
"FBgn0036465",4,0,0,2
"FBgn0014848",0,0,0,0
"FBgn0263106",3208,4352,4831,3892
"FBgn0035641",15,10,14,17
"FBti0062573",0,0,0,0
"FBgn0003486",0,1,3,2
"FBgn0052442",94,85,115,111
"FBgn0002842",4,0,1,1
"FBgn0035630",11939,13454,14957,14586
"FBti0062700",0,0,0,0
"FBgn0061469",2361,2906,2422,2520
"FBgn0024542",1673,1853,1342,1546
"FBgn0053229",1660,2377,2045,2061
"FBgn0036937",2,7,5,6
"FBgn0035645",0,0,0,0
"FBgn0035558",1405,1770,2162,2187
"FBti0062643",0,0,0,1
"FBgn0085599",0,0,2,0
"FBgn0036757",1,2,0,0
"FBgn0052846",2,3,1,2
"FBgn0036638",3,2,118,97
"FBgn0054001",125,165,100,125
"FBgn0040308",1217,1304,1372,1355
"FBgn0037086",6,0,0,7
"FBgn0017430",896,955,785,850
"FBgn0266595",0,0,0,0
"FBgn0266582",3133,3168,3272,2734
"FBti0063902",0,0,0,0
"FBgn0260653",432,901,801,964
"FBti0062634",0,1,4,0
"FBgn0043550",54,91,80,59
"FBgn0035165",2555,2892,3132,3052
"FBgn0036470",0,0,0,0
"FBgn0039977",1014,889,781,911
"FBti0060985",0,0,0,0
"FBti0061421",0,2,0,0
"FBgn0264551",0,1,3,0
"FBtr0304442_df_nrg",0,0,0,0
"FBgn0260943",3284,6168,4373,3610
"FBgn0015946",28,35,34,35
"FBgn0267323",33,40,41,23
"FBti0059921",0,0,0,0
"FBgn0036835",1225,1513,1932,1825
"FBgn0037001",6400,6348,6709,5409
"FBti0148145",0,0,0,0
"FBgn0041721",19,23,6,13
"FBgn0036259",141,190,182,161
"FBgn0036237",2685,2742,2258,2301
"FBgn0037069",9,10,16,50
"FBti0063942",0,0,0,0
"FBgn0036109",7,4,3,20
"FBgn0036335",478,547,580,566
"FBgn0052354",2390,2951,1902,1986
"FBgn0262482",0,1,0,0
"FBti0063937",8,10,9,3
"FBgn0035931",0,0,0,0
"FBgn0004244",741,1162,2776,1114
"FBgn0036177",0,0,0,0
"FBgn0004429",0,0,0,0
"FBti0060386",0,3,0,0
"FBti0063440",0,0,1,0
"FBgn0267348",1709,2314,3238,2392
"FBgn0004380",2028,2400,2231,2023
"FBgn0262057",422,478,291,299
"FBgn0086900",0,0,0,1
"FBgn0265742",0,0,0,0
"FBgn0028980",720,936,763,1029
"FBgn0020294",1001,1442,1309,1679
"FBti0059878",11,14,10,13
"FBgn0265759",1,9,6,5
"FBgn0036681",0,0,0,0
"FBgn0035647",0,3,2,0
"FBgn0267219",14,17,4,13
"FBti0020255",1,1,0,0
"FBti0020244",14,9,8,8
"FBgn0035335",568,528,701,662
"FBgn0025558",33,36,42,21
"FBgn0263603",7122,9626,6935,7273
"FBgn0036571",820,1028,841,745
"FBgn0036972",8,14,17,6
"FBgn0035290",61,72,41,69
"FBgn0035240",0,0,0,0
"FBti0061950",0,0,0,0
"FBgn0087039",466,562,669,628
"FBgn0037207",1608,1916,1789,2232
"FBgn0015321",1985,2313,2506,2755
"FBgn0262109",30152,49600,42176,35860
"FBgn0085457",0,1,0,2
"FBti0063838",0,0,0,0
"FBti0063806",0,0,0,0
"FBti0061362",0,0,0,0
"FBgn0022936",1017,1285,1371,1326
"FBgn0263476",1,1,0,0
"FBgn0266589",0,0,0,0
"FBgn0035518",724,944,710,712
"FBti0062185",0,0,0,0
"FBti0060736",0,0,0,0
"FBti0061554",0,0,0,0
"FBgn0035155",298,321,269,321
"FBgn0037197",3,12,7,2
"FBtr0304187_df_nrg",0,0,0,0
"FBgn0036194",1027,1692,712,1156
"FBgn0041622",0,0,0,0
"FBti0060762",0,0,0,0
"FBgn0015919",430,701,723,694
"FBgn0040823",203,255,408,247
"FBgn0036121",668,780,632,798
"FBgn0052201",1,2,2,1
"FBti0062670",0,0,0,0
"FBgn0262898",11,18,1,3
"FBti0059780",0,0,0,0
"FBgn0263495",0,0,0,0
"FBti0060268",0,0,0,0
"FBgn0052079",0,2,1,1
"FBgn0036826",182,180,214,250
"FBgn0005536",1571,2275,2531,2424
"FBgn0035427",16,20,16,42
"FBgn0036624",2870,3885,3423,3464
"FBgn0036973",952,1114,930,956
"FBgn0028500",1620,2107,1694,1663
"FBgn0265722",2,0,3,4
"FBgn0265934",0,1,0,0
"FBti0063960",0,0,1,0
"FBgn0004427",0,0,1,0
"FBti0060773",1,1,1,2
"FBgn0035795",0,0,0,0
"FBgn0053985",0,0,0,26
"FBti0063246",0,0,0,0
"FBti0063918",0,0,0,0
"FBgn0058470",988,1121,1292,1126
"FBti0061767",0,0,0,0
"FBgn0260397",985,1247,1112,1188
"FBgn0035293",950,1293,1587,1484
"FBgn0285951",622,690,731,678
"FBgn0267665",378,565,959,728
"FBgn0035710",1669,2047,6040,3732
"FBgn0045823",7118,8465,8751,8481
"FBgn0082994",0,2,0,2
"FBgn0004556",429,452,715,668
"FBgn0264567",1,7,2,10
"FBgn0036082",8,24,0,4
"FBgn0035211",318,439,331,355
"FBgn0036302",1130,1237,1266,1194
"FBgn0015239",1204,1586,1196,1384
"FBgn0036330",14,11,31,36
"FBgn0265897",0,0,0,0
"FBgn0011279",2,5,11,4
"FBgn0250816",16,11,21,10
"FBgn0040636",39,56,81,68
"FBgn0036771",445,487,488,537
"FBgn0264478",22,9,0,9
"FBti0061010",0,3,1,1
"FBgn0011016",3426,4102,3261,3362
"FBgn0265719",2,2,0,3
"FBgn0036991",468,635,601,560
"FBgn0267553",0,0,0,0
"FBti0060208",0,0,0,0
"FBgn0035772",5128,5999,4040,4875
"FBgn0037171",34,94,25,24
"FBgn0040837",18,18,15,21
"FBti0020037",0,0,0,0
"FBgn0035321",822,895,2437,1553
"FBti0020128",0,0,0,0
"FBgn0036221",1,0,0,0
"FBgn0035227",2361,3013,2721,2550
"FBgn0052298",0,0,0,0
"FBgn0052273",0,0,0,0
"FBgn0265756",0,2,1,0
"FBgn0014163",25507,37071,24115,29330
"FBgn0052198",2,2,389,0
"FBgn0262714",2313,2901,2511,2368
"FBgn0054025",1,1,6,1
"FBgn0041775",8936,11900,12238,12792
"FBti0063248",0,1,0,3
"FBgn0035593",1310,1566,1192,1308
"FBgn0265738",0,1,0,0
"FBgn0086906",456,719,742,702
"FBgn0261799",7,5,9,11
"FBgn0027790",106,133,28,44
"FBgn0001259",147,181,166,166
"FBgn0086062",2,3,4,1
"FBgn0035718",10,17,4,11
"FBgn0265732",0,3,0,2
"FBgn0264553",2,1,1,1
"FBgn0261797",9023,12113,10051,9394
"FBgn0266724",244,188,255,261
"FBgn0035445",656,862,307,382
"FBgn0036934",200,291,394,246
"FBgn0036858",0,0,0,0
"FBgn0035824",314,321,404,358
"FBgn0025702",1429,2074,1768,1802
"FBgn0036563",3,1,1,5
"FBti0061955",0,0,0,1
"FBti0063936",0,0,0,0
"FBgn0052128",0,0,0,0
"FBgn0035907",106,120,179,176
"FBti0062702",0,0,0,0
"FBgn0036812",170,196,293,274
"FBgn0036162",2,1,1,3
"FBgn0036987",512,612,618,578
"FBgn0052170",16,13,74,41
"FBgn0035648",67,93,123,98
"FBgn0016756",5155,6598,5634,5698
"FBgn0261933",2090,2183,1990,2138
"FBgn0035469",822,728,601,663
"FBgn0037107",705,1043,911,807
"FBgn0260026",24,36,47,36
"FBgn0259481",806,1160,1976,1418
"FBgn0263247",0,0,0,0
"FBgn0052191",16,25,73,35
"FBti0064311",3,1,1,6
"FBti0061555",0,0,0,0
"FBgn0036984",568,816,1461,892
"FBgn0036516",2260,2713,2494,2748
"FBti0062543",0,0,0,0
"FBgn0063485",0,0,0,0
"FBgn0035162",4910,6550,5464,5569
"FBgn0266977",0,0,0,0
"FBgn0035856",10,174,25,14
"FBgn0262789",0,0,0,0
"FBti0059644",0,0,0,0
"FBgn0037115",4,4,3,8
"FBgn0012034",1873,2078,4967,3203
"FBti0063244",0,0,0,0
"FBti0020149",0,0,0,0
"FBgn0266782",0,0,2,6
"FBgn0267916",0,0,0,0
"FBgn0267548",0,0,0,0
"FBgn0035857",4,0,0,0
"FBgn0035568",1,0,0,0
"FBgn0052133",1833,2899,2753,2470
"FBgn0052179",167,271,255,264
"FBgn0267620",0,0,0,0
"FBgn0035528",3077,3342,2375,2469
"FBgn0052214",1,24,0,0
"FBgn0024236",2144,2795,3512,3417
"FBgn0026259",5341,5793,5424,5260
"FBti0062626",0,0,0,0
"FBgn0037110",346,436,463,431
"FBti0060222",0,0,0,0
"FBgn0086916",0,5,0,0
"FBti0059677",0,1,0,0
"FBti0020058",0,0,0,0
"FBgn0024804",2371,2177,3000,2939
"FBtr0472766_df_nrg",0,0,0,0
"FBti0062009",0,0,0,0
"FBti0061009",0,0,1,2
"FBgn0266117",9,3,10,7
"FBgn0267454",3,5,21,9
"RR47928_transposable_element",0,0,0,0
"FBgn0024150",818,1244,1411,1210
"FBgn0036648",215,269,289,256
"FBgn0035482",493,546,482,481
"FBti0020207",1,2,3,0
"FBgn0025725",6595,7833,5705,5536
"FBti0020178",2,3,4,2
"FBgn0027086",2726,3449,4506,3608
"FBgn0266649",1,0,4,2
"FBgn0028978",836,1021,887,1042
"FBgn0011335",543,671,687,802
"FBgn0035145",3236,4401,3250,3510
"FBgn0267247",0,1,1,3
"FBti0062699",0,0,0,0
"FBgn0035736",0,1,2,0
"FBgn0035557",6,8,2,5
"FBti0020036",0,0,0,0
"FBgn0267237",3,0,3,0
"FBti0062596",0,0,0,0
"FBgn0036421",0,1,0,0
"FBgn0053926",7,0,5,0
"FBgn0035631",3319,3548,2940,3233
"FBgn0037165",1,0,0,0
"FBgn0265900",0,0,0,0
"FBgn0036144",603,939,1127,925
"FBgn0036195",0,0,0,1
"FBgn0086077",1,0,0,0
"FBgn0035543",0,0,1,0
"FBgn0036323",1,3,6,4
"FBgn0036406",337,405,351,355
"FBgn0035785",1,3,2,8
"FBgn0036978",10,9,8,11
"FBti0060262",0,0,0,0
"FBgn0035577",21,15,36,34
"FBgn0267472",0,0,0,0
"FBti0061956",2,0,0,0
"FBgn0262519",16702,20338,15896,15407
"FBgn0036599",0,0,0,0
"FBgn0035141",870,1026,806,888
"FBgn0260233",0,0,0,0
"FBgn0001257",577,776,812,814
"FBgn0085289",4,8,22,13
"FBgn0036832",1,0,0,0
"FBgn0264469",0,0,0,0
"FBgn0035231",327,325,1705,870
"FBti0059658",0,0,0,0
"FBgn0266769",0,0,0,0
"FBti0020237",0,0,0,0
"FBti0061814",0,0,0,0
"FBgn0035663",1,0,0,2
"FBgn0263602",549,620,737,735
"FBgn0042131",4,2,2,6
"FBgn0013811",147,149,150,148
"FBti0063925",0,0,0,0
"FBgn0035914",289,431,860,514
"FBti0063931",0,0,2,1
"FBgn0265741",0,0,0,0
"FBgn0265743",0,2,1,0
"FBgn0036476",380,502,605,664
"FBgn0047330",1,0,0,2
"FBgn0035816",113,140,141,123
"FBgn0085287",0,0,0,0
"FBgn0086068",0,0,0,1
"FBgn0266124",691,742,1226,1064
"FBgn0261401",0,0,1,0
"FBti0020011",2,1,1,1
"FBgn0036762",5695,6579,8143,6175
"FBgn0037137",4128,4810,6760,6319
"FBgn0037026",1696,2134,1950,1824
"FBti0063295",0,0,0,0
"FBgn0036353",471,523,739,617
"FBgn0011692",2752,3297,4580,4201
"RR50515_transposable_element",0,0,2,0
"FBgn0001316",7863,10670,10101,10535
"FBgn0266986",8,8,21,14
"FBgn0036448",3258,4696,3536,3690
"FBgn0028415",0,0,0,0
"FBti0060445",0,0,0,0
"FBgn0053971",30,81,48,33
"FBti0063934",0,1,0,0
"FBgn0052137",168,254,229,289
"FBgn0264272",68,103,40,51
"FBgn0035693",16,19,18,26
"FBgn0036341",708,746,821,971
"FBgn0262984",0,0,0,0
"FBgn0035697",2,0,11,2
"FBti0061248",0,0,0,0
"FBgn0010408",29386,28977,18845,18282
"FBti0020196",0,0,0,0
"FBgn0266772",0,0,0,0
"FBgn0035434",11,17,7,7
"FBgn0035232",4529,5715,5706,5608
"FBgn0036660",549,545,560,536
"FBgn0036893",419,504,609,466
"FBgn0036584",23,24,35,21
"FBgn0035258",3,1,0,0
"FBgn0004569",634,828,885,778
"FBti0059922",0,0,0,0
"FBgn0052847",0,1,4,2
"FBgn0044028",61,122,144,132
"FBgn0052360",0,0,0,0
"FBgn0265748",0,0,0,0
"FBgn0036218",3,0,0,0
"FBti0063866",0,0,1,0
"FBgn0027055",2446,2935,2547,2638
"FBgn0052123",0,3,0,0
"FBgn0261674",1425,1776,3117,2331
"FBgn0035152",440,568,467,558
"FBgn0086082",0,3,1,2
"FBti0061019",0,3,0,0
"FBgn0036875",79,114,61,101
"FBgn0036332",51,50,59,64
"FBgn0266981",5,8,7,3
"FBgn0000212",10187,13711,11514,11757
"FBgn0052351",31,2,4,0
"FBtr0304280_df_nrg",0,0,0,0
"FBgn0267540",0,0,0,0
"FBgn0035997",2779,3377,3320,3459
"FBgn0086069",0,3,0,1
"FBgn0035986",1485,1957,1775,1890
"FBgn0028379",6,3,8,5
"FBgn0264696",0,0,0,0
"FBti0061044",0,0,0,1
"FBgn0052260",2,12,13,9
"FBgn0267487",3395,4356,3805,4194
"FBgn0035113",291,346,317,284
"FBgn0052313",6,12,6,8
"FBti0060998",0,1,0,0
"FBtr0304379_df_nrg",0,0,0,0
"FBgn0035823",0,2,2,1
"RR50446_transposable_element",8,8,6,6
"FBgn0036503",7,11,26,9
"FBgn0052437",3,0,0,0
"FBgn0026252",7425,9534,10882,9985
"FBgn0035501",225,279,668,458
"FBgn0027547",883,998,1393,1190
"FBgn0042118",0,0,0,7
"FBgn0259701",1,0,0,2
"FBgn0016070",937,1289,1353,1307
"FBgn0035673",47,57,52,33
"FBgn0036988",180,331,269,255
"FBti0063330",0,0,0,0
"FBgn0036138",8,1,25,11
"FBgn0036463",822,1046,680,750
"FBgn0286893",0,0,0,0
"FBgn0266932",0,0,0,0
"FBti0020129",0,0,0,0
"FBgn0266994",0,1,0,0
"FBti0059894",0,0,0,0
"FBgn0264748",12,25,4,5
"FBti0020231",0,1,0,1
"FBgn0035594",0,0,0,0
"FBgn0036876",376,387,1096,757
"FBti0060270",0,0,0,0
"FBgn0036967",1198,1570,1621,1834
"FBgn0035143",6,1,1,4
"FBgn0035852",82,92,9,53
"FBgn0267295",0,0,0,0
"FBgn0024177",0,1,0,0
"FBgn0037085",4,7,0,2
"FBgn0036940",1,0,0,256
"FBti0061798",0,0,0,0
"FBgn0004390",1659,2289,2326,2521
"FBgn0035452",398,441,921,721
"FBti0061320",0,0,0,0
"FBgn0036489",839,1043,661,777
"FBti0059928",0,0,0,0
"FBgn0037204",4,3,1,44
"FBgn0001120",8,3,8,5
"FBti0063849",0,0,0,0
"FBgn0036945",30,30,37,38
"FBgn0035976",101,147,133,103
"FBti0060982",0,0,1,1
"FBgn0264302",0,0,0,0
"FBgn0264725",0,0,0,0
"FBgn0029117",484,456,455,424
"FBgn0028429",1139,1277,1550,1494
"FBgn0036298",1542,1937,1690,1774
"FBgn0052483",1,7,0,2
"FBgn0052289",0,0,0,0
"FBti0062131",0,0,0,0
"FBgn0287184",28,25,43,63
"FBgn0083044",3,4,10,11
"FBti0061537",0,0,0,0
"FBgn0016031",0,2,0,0
"FBgn0035553",23,761,95,93
"FBgn0036366",470,482,501,478
"FBgn0052406",408,589,1213,785
"FBti0062048",1,0,1,0
"FBgn0036250",0,0,0,0
"FBgn0011361",3216,3365,4445,4123
"FBgn0037068",2,2,2,1
"FBti0020217",0,0,0,0
"FBgn0264721",7,13,11,18
"FBgn0035499",2218,2159,7830,5547
"FBgn0035980",190,213,185,189
"FBgn0035481",1078,1851,1491,1221
"FBgn0036993",449,519,485,482
"FBti0060959",0,0,0,0
"FBti0020179",0,0,0,0
"FBgn0264569",3,2,2,0
"FBgn0035669",3,9,1,1
"FBgn0052238",3,0,0,0
"FBti0063245",0,0,0,0
"FBgn0001228",0,0,0,0
"FBgn0053230",286,349,448,361
"FBgn0053287",2,0,0,0
"FBgn0264310",22,25,7,14
"FBti0061973",0,0,0,0
"FBgn0026061",21,26,103,78
"FBgn0035294",1454,1550,1208,1335
"FBgn0085810",93,82,150,132
"FBti0020115",0,0,0,0
"FBti0060961",0,0,0,0
"FBgn0052026",3,0,3,0
"FBgn0035323",246,237,213,253
"FBgn0023174",7555,8172,5966,6257
"FBgn0035760",122,153,198,150
"FBgn0286567",1568,1892,1790,1731
"FBgn0040796",3,20,0,1
"FBti0063439",0,0,1,3
"FBgn0266596",1,1,2,1
"FBgn0266941",10,25,1,11
"FBti0059929",0,0,0,0
"FBgn0035585",0,0,0,0
"FBti0020053",11,19,24,30
"FBgn0262894",0,0,0,0
"FBgn0259203",0,0,0,0
"FBgn0035786",0,0,0,0
"FBgn0052365",53,97,121,99
"FBgn0036880",7,1,3,2
"FBgn0264472",0,0,0,0
"FBgn0011986",0,0,0,0
"FBgn0260388",656,692,1254,935
"FBti0060782",0,1,0,1
"FBgn0263844",0,0,0,0
"FBgn0266396",10,13,8,12
"FBgn0266988",0,0,0,0
"FBgn0267321",0,0,0,0
"FBgn0004430",0,0,1,0
"FBgn0037128",166,177,594,383
"FBgn0035479",2,0,1,0
"FBti0063027",0,0,0,0
"FBgn0036783",0,0,0,2
"FBti0020171",0,0,0,0
"FBgn0086080",0,0,0,1
"FBti0020176",0,0,0,0
"FBti0020018",109,78,60,52
"FBgn0044051",6,13,2,1
"FBgn0035497",648,844,1034,914
"FBgn0036583",104,130,266,158
"FBgn0036696",277,304,304,282
"FBti0062639",0,0,0,0
"FBgn0052188",0,0,0,0
"FBgn0036745",780,768,779,793
"FBti0061891",0,0,0,0
"FBgn0036202",3329,4873,4197,3843
"FBti0020215",0,0,0,0
"FBgn0011706",282,244,281,277
"FBgn0040814",1,0,0,0
"FBgn0037036",2,3,0,0
"FBgn0026570",45,70,81,82
"FBgn0266931",2,2,9,7
"FBti0061922",0,0,0,0
"FBgn0037180",0,0,0,0
"FBgn0262854",1,3,7,5
"FBgn0264484",0,0,0,0
"FBti0063848",0,0,0,0
"FBgn0266936",4,7,7,10
"FBgn0035179",1299,1493,1193,1024
"FBgn0035462",684,771,817,851
"FBgn0036310",0,0,2,0
"FBgn0004590",0,0,0,0
"FBgn0036704",0,2,0,0
"FBgn0053768",0,0,0,0
"FBgn0036423",219,233,209,197
"FBgn0036227",0,0,1,1555
"FBgn0035515",937,933,1096,976
"FBgn0263845",0,0,0,0
"FBti0059882",0,1,5,3
"FBgn0264480",0,0,0,0
"FBgn0270926",1521,1602,1801,1562
"RR48392_transposable_element",4,2,3,2
"FBgn0015025",140,208,222,206
"FBgn0259200",0,0,0,0
"FBti0060416",0,0,0,1
"FBgn0010786",1034,1113,1467,1265
"FBti0063216",0,0,0,0
"FBgn0260008",1251,1000,974,963
"FBgn0052396",3,0,0,0
"FBgn0259794",11,0,1,1
"FBgn0040697",81,169,432,211
"FBgn0010431",3,5,5,5
"FBti0020007",1,0,0,0
"FBgn0036874",0,1,0,2
"FBgn0266650",0,5,2,1
"FBgn0087035",9840,11845,9359,9660
"FBgn0045477",0,0,0,0
"FBgn0035982",0,0,0,0
"FBgn0052359",0,0,0,0
"FBgn0036481",37,27,42,38
"FBgn0287186",2472,2986,915,2136
"FBgn0036532",0,0,7,0
"FBgn0086075",0,0,0,0
"FBgn0082944",0,0,0,0
"FBgn0052037",16,15,16,17
"FBti0060241",0,4,4,4
"FBgn0036509",1290,1655,1621,1266
"FBti0062600",0,0,0,0
"FBgn0035727",26,21,32,17
"FBgn0035317",11,29,39,23
"RR48387_transposable_element",0,0,0,0
"FBgn0035470",585,676,525,532
"FBti0063220",0,0,0,0
"RR48360_transposable_element",0,0,0,0
"FBgn0011852",0,0,0,0
"FBgn0005775",1527,2152,2533,1842
"FBgn0036111",2796,4024,5343,5178
"FBgn0086074",11,9,6,10
"FBgn0035358",16,50,37,22
"FBgn0052459",3,4,1,7
"FBgn0263587",2,4,0,1
"FBgn0053796",0,0,0,0
"FBti0020093",0,0,0,0
"FBgn0266685",0,2,0,1
"FBgn0265926",0,0,0,1
"FBgn0262891",1,0,0,0
"FBgn0266965",3,0,1,0
"FBgn0035334",1762,1548,1406,1322
"FBgn0036437",1,0,0,0
"FBgn0000357",5,23,8,13
"FBti0063277",0,0,0,0
"FBgn0264518",0,0,0,0
"FBtr0304350_df_nrg",0,0,0,0
"FBgn0052228",7,4,1,0
"FBgn0015586",0,0,0,1
"FBgn0045479",0,0,2,0
"FBtr0309646_df_nrg",0,0,0,0
"FBgn0250814",9596,9856,10821,8943
"FBtr0309730_df_nrg",0,0,0,0
"FBgn0040290",778,953,1033,1056
"FBgn0266773",0,0,0,0
"FBti0061859",0,0,0,2
"FBti0020013",1,1,0,4
"FBti0060224",0,0,0,0
"FBgn0052111",194,264,269,221
"FBti0060232",0,0,0,0
"FBti0061278",0,0,0,0
"FBti0060980",2,3,1,3
"FBgn0036891",127,96,182,141
"FBti0020165",2,7,5,8
"FBgn0016983",6876,8270,8545,8237
"RR48367_transposable_element",0,1,0,0
"FBgn0035942",313,422,331,349
"FBgn0026179",4222,5722,5691,5753
"FBgn0036487",2865,2732,2422,2441
"FBgn0035948",27,56,56,46
"RR42631_transposable_element",0,0,0,1
"FBti0020142",0,0,0,0
"FBgn0020251",994,1364,1359,1200
"FBti0020214",0,0,0,0
"FBgn0035790",2,1,0,0
"FBgn0035512",0,0,4,1
"FBti0063947",0,0,0,0
"FBgn0265733",1,1,0,0
"FBgn0085285",4,6,3,1
"FBgn0052280",348,427,690,586
"FBgn0052376",0,0,0,0
"FBti0063275",0,0,0,0
"FBgn0035902",73,104,127,143
"FBti0020169",0,0,0,0
"FBgn0000449",174,194,29,117
"FBgn0036760",90,78,162,124
"FBgn0036402",795,1180,1322,1184
"FBgn0265880",0,0,0,0
"FBti0063217",0,0,0,0
"FBgn0035199",202,285,257,402
"FBgn0053257",0,0,0,0
"FBgn0035792",0,2,1,4
"FBgn0260657",698,925,1906,1135
"FBgn0262681",5,3,7,6
"FBgn0003710",368,530,850,565
"FBti0063298",0,0,0,0
"FBgn0266786",5,0,7,5
"FBgn0036000",1677,1840,1915,1904
"FBgn0085456",0,0,0,0
"FBgn0035572",0,0,0,0
"FBti0060680",0,0,0,0
"FBgn0035401",822,894,676,730
"FBgn0011928",0,0,0,0
"FBgn0036199",500,580,567,553
"FBgn0035538",567,930,2032,1130
"FBgn0025682",2757,3063,3499,2880
"RR48312_transposable_element",1,0,2,0
"FBgn0035589",470,537,602,545
"FBgn0005694",797,1099,1441,1322
"FBgn0035213",1183,1372,1781,1644
"FBgn0052266",3,39,48,16
"FBgn0028664",148,195,202,201
"FBgn0000451",59,265,24,56
"FBgn0035385",77,119,214,131
"FBti0062212",3,5,14,9
"FBgn0035542",1507,2035,1741,1855
"FBgn0250849",0,0,0,0
"FBgn0052093",0,0,0,0
"FBti0063225",0,0,0,0
"FBti0061416",0,0,0,0
"FBti0060685",0,0,0,0
"FBgn0266781",0,0,0,0
"FBtr0304426_df_nrg",0,0,0,0
"FBgn0036750",31,8,27,8
"FBgn0004591",0,0,0,0
"FBgn0036970",2,1,5,3
"FBgn0052205",291,260,266,225
"FBti0063855",0,0,0,0
"FBti0062663",0,0,0,0
"FBgn0267795",1677,2700,2340,2353
"FBgn0003250",22,8,18,20
"FBgn0040832",67,85,90,125
"FBgn0036484",2016,2327,2209,2197
"FBgn0004910",111,69,75,111
"FBgn0037076",292,334,219,283
"FBgn0052362",0,0,0,0
"FBgn0265988",1284,1697,1389,1342
"FBgn0052453",0,0,0,0
"FBti0020071",0,0,2,1
"FBgn0266669",1317,1350,1009,1211
"FBgn0036663",7398,8846,19244,12318
"FBgn0266956",0,0,0,0
"FBti0020230",8,14,10,9
"FBgn0260434",0,0,0,0
"FBgn0266971",0,0,0,0
"FBgn0036557",1027,1002,1065,1034
"FBgn0003206",890,1083,1796,1579
"FBgn0262689",1,2,3,11
"FBti0064235",0,0,0,0
"FBgn0037184",344,485,425,380
"FBti0020096",0,0,0,0
"FBtr0304209_df_nrg",0,0,0,0
"FBgn0052121",1,0,0,0
"FBgn0263036",0,0,0,0
"FBgn0036228",0,0,0,72
"FBgn0260987",2171,2402,2778,2644
"FBgn0052457",0,0,0,0
"FBgn0267308",0,2,1,0
"FBgn0086064",0,0,0,0
"FBgn0020641",2,16,0,1
"RR42006_transposable_element",0,0,0,0
"FBgn0083978",419,636,183,419
"FBti0062730",0,0,0,0
"FBgn0036774",1423,1416,1496,1377
"FBgn0016694",261,296,1243,502
"FBgn0265754",0,0,0,0
"FBgn0259167",20,39,16,14
"FBgn0000358",0,0,0,0
"FBgn0262007",0,0,0,0
"FBgn0003462",14878,14687,12320,11786
"FBgn0264604",0,0,0,0
"FBti0060952",0,0,0,0
"FBgn0083058",0,0,1,1
"FBgn0036386",604,670,613,635
"FBgn0267224",0,0,0,0
"FBgn0286213",63213,59035,41546,41161
"FBgn0000551",0,0,0,0
"FBgn0035420",1263,1678,1506,1335
"FBti0060231",0,0,0,0
"FBgn0036922",345,309,325,324
"FBgn0052282",0,3,0,0
"FBgn0052249",0,2,0,237
"FBgn0259703",0,0,0,0
"FBgn0262035",40,26,33,47
